model_id,family,arch_name,params,trainable_params,input_features,n_c/depth/width,lr,loss,epochs,seed,val_R2_median,val_R2_mean,val_R2_global,val_MAE_median,status,notes
grid_controller_006_01_attention_gate_unet,UNet variants,attention_gate_unet,31467765,31467765,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6346432389972496,,0.6528157357390957,0.09380938857793808,benchmark200_ranked,source_run_id=r_attention_gate_unet_cosine_gradient_23eeda08ff; smoke_run_id=r_grid_controller_006_01_attention_gate_unet_smoke20; benchmark_run_id=r_benchmark_01_attention_gate_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_gate_unet.py
grid_controller_006_02_attention_mamba,Mamba variants,attention_mamba,35969713,35969713,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6586141100200562,,0.6417437506772494,0.09790176153182983,benchmark200_ranked,source_run_id=r_attention_mamba_cosine_gradient_b642fc78e1; smoke_run_id=r_grid_controller_006_02_attention_mamba_smoke20; benchmark_run_id=r_benchmark_02_attention_mamba_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_mamba.py
grid_controller_006_03_cbam_unet,UNet variants,cbam_unet,31340033,31340033,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6579321879994338,,0.6519324320734986,0.0970383957028389,benchmark200_ranked,source_run_id=r_cbam_unet_cbam_l1_low_lr_ema_7595ffc07e; smoke_run_id=r_grid_controller_006_03_cbam_unet_smoke20; benchmark_run_id=r_benchmark_03_cbam_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/cbam_unet.py
grid_controller_006_04_cnn_deeponet,DeepONet,cnn_deeponet,1680577,1680577,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,-3.323431164343231,,-2.778598377516048,0.3609486222267151,benchmark200_ranked,source_run_id=r_cnn_deeponet_expanded_gradient_lr1e3_noema_nosched_9a50ac6d6f; smoke_run_id=r_grid_controller_006_04_cnn_deeponet_smoke20; benchmark_run_id=r_benchmark_04_cnn_deeponet_benchmark200; resolution=original; model_file=generated_models/grid_round/cnn_deeponet.py
grid_controller_006_05_cno_v2,CNO,cno_v2,144933361,144933361,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.7008257399238096,,0.6749706358752154,0.09001719951629639,benchmark200_ranked,source_run_id=r_cno_v2_cno_l1_default_0458e950a8; smoke_run_id=r_grid_controller_006_05_cno_v2_smoke20; benchmark_run_id=r_benchmark_05_cno_v2_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/cno_v2.py
grid_controller_006_06_convnext_v2_unet,UNet variants,convnext_v2_unet,7463841,7463841,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.387230996978313,,0.4576011302338012,0.13114137947559357,benchmark200_ranked,source_run_id=r_convnext_v2_unet_expanded_l1_lr1e3_noema_nosched_3ed0732de6; smoke_run_id=r_grid_controller_006_06_convnext_v2_unet_smoke20; benchmark_run_id=r_benchmark_06_convnext_v2_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/convnext_v2_unet.py
grid_controller_006_07_dcn_unet,UNet variants,dcn_unet,135192475,135192475,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.628705521676918,,0.6075211766052604,0.10005659610033035,benchmark200_ranked,source_run_id=r_dcn_unet_dcn_gradient_v3_success_09b7408caa; smoke_run_id=r_grid_controller_006_07_dcn_unet_smoke20; benchmark_run_id=r_benchmark_07_dcn_unet_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dcn_unet.py
grid_controller_006_08_dilated_fno,Spectral/Fourier operators,dilated_fno,60726001,60726001,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6726804975272601,,0.655319237456518,0.08847597986459732,benchmark200_ranked,source_run_id=r_dilated_fno_dilated_fno_l1_low_lr_ema_940679a4da; smoke_run_id=r_grid_controller_006_08_dilated_fno_smoke20; benchmark_run_id=r_benchmark_08_dilated_fno_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_fno.py
grid_controller_006_09_dilated_hrformer,High-resolution CNN/Transformer,dilated_hrformer,42474673,42474673,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.5501130546962782,,0.6016067764666725,0.10816939175128937,benchmark200_ranked,source_run_id=r_dilated_hrformer_expanded_gradient_lr5e4_ema_cosine_79cedb9166; smoke_run_id=r_grid_controller_006_09_dilated_hrformer_smoke20; benchmark_run_id=r_benchmark_09_dilated_hrformer_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dilated_hrformer.py
grid_controller_007_00_attention_gate_unet,UNet variants,attention_gate_unet,31467765,31467765,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6696707232539612,,0.6680940714437325,0.09526211023330688,benchmark200_ranked,source_run_id=r_attention_gate_unet_expanded_gradient_lr5e4_ema_cosine_f98193453a; smoke_run_id=r_grid_controller_007_00_attention_gate_unet_smoke20; benchmark_run_id=r_benchmark_00_attention_gate_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_gate_unet.py
grid_controller_007_01_attention_mamba,Mamba variants,attention_mamba,35969713,35969713,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6746493132757042,,0.6647147584079414,0.09157861024141312,benchmark200_ranked,source_run_id=r_attention_mamba_expanded_gradient_lr5e4_ema_cosine_39ab1ad2d6; smoke_run_id=r_grid_controller_007_01_attention_mamba_smoke20; benchmark_run_id=r_benchmark_01_attention_mamba_benchmark200; resolution=original; model_file=generated_models/grid_round/attention_mamba.py
grid_controller_007_02_cbam_unet,UNet variants,cbam_unet,31340033,31340033,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,-3.323431164343231,,-2.778598377516048,0.3609486222267151,benchmark200_ranked,source_run_id=r_cbam_unet_cosine_gradient_5c69e2797a; smoke_run_id=r_grid_controller_007_02_cbam_unet_smoke20; benchmark_run_id=r_benchmark_02_cbam_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/cbam_unet.py
grid_controller_007_03_cnn_deeponet,DeepONet,cnn_deeponet,1680577,1680577,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,-3.323431164343231,,-2.778598377516048,0.3609486222267151,benchmark200_ranked,source_run_id=r_cnn_deeponet_expanded_l1_lr1e3_noema_nosched_2aa01a218b; smoke_run_id=r_grid_controller_007_03_cnn_deeponet_smoke20; benchmark_run_id=r_benchmark_03_cnn_deeponet_benchmark200; resolution=original; model_file=generated_models/grid_round/cnn_deeponet.py
grid_controller_007_04_cno_v2,CNO,cno_v2,144933361,144933361,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.6442288038601489,,0.6562354193046585,0.09210123121738434,benchmark200_ranked,source_run_id=r_cno_v2_cosine_l1_f1c891ee89; smoke_run_id=r_grid_controller_007_04_cno_v2_smoke20; benchmark_run_id=r_benchmark_04_cno_v2_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/cno_v2.py
grid_controller_007_05_convnext_v2_unet,UNet variants,convnext_v2_unet,7463841,7463841,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.3484148049827239,,0.4486112537758492,0.12873028218746185,benchmark200_ranked,source_run_id=r_convnext_v2_unet_gradient_cosine_d7aae7e7cd; smoke_run_id=r_grid_controller_007_05_convnext_v2_unet_smoke20; benchmark_run_id=r_benchmark_05_convnext_v2_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/convnext_v2_unet.py
grid_controller_007_06_dcn_unet,UNet variants,dcn_unet,135192475,135192475,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.63227234310657,,0.6192447608219463,0.09839454293251038,benchmark200_ranked,source_run_id=r_dcn_unet_dcn_l1_low_lr_d18c385e0e; smoke_run_id=r_grid_controller_007_06_dcn_unet_smoke20; benchmark_run_id=r_benchmark_06_dcn_unet_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dcn_unet.py
grid_controller_007_07_dilated_fno,Spectral/Fourier operators,dilated_fno,60726001,60726001,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6594401836668035,,0.649885317138424,0.08747926354408264,benchmark200_ranked,source_run_id=r_dilated_fno_gradient_default_0044d3d0fc; smoke_run_id=r_grid_controller_007_07_dilated_fno_smoke20; benchmark_run_id=r_benchmark_07_dilated_fno_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_fno.py
grid_controller_007_08_dilated_hrformer,High-resolution CNN/Transformer,dilated_hrformer,42474673,42474673,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6342209320357943,,0.620336498649262,0.10119010508060455,benchmark200_ranked,source_run_id=r_dilated_hrformer_v3_best_gradient_bf198a0b09; smoke_run_id=r_grid_controller_007_08_dilated_hrformer_smoke20; benchmark_run_id=r_benchmark_08_dilated_hrformer_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dilated_hrformer.py
grid_controller_007_09_dilated_unet,UNet variants,dilated_unet,14780705,14780705,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.7038752597690816,,0.6698573292549892,0.08873451501131058,benchmark200_ranked,source_run_id=r_dilated_unet_dilated_gradient_default_43765508cf; smoke_run_id=r_grid_controller_007_09_dilated_unet_smoke20; benchmark_run_id=r_benchmark_09_dilated_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_unet.py
grid_controller_008_00_cbam_unet,UNet variants,cbam_unet,31340033,31340033,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.617341450051424,,0.6501160814330587,0.09535770118236542,benchmark200_ranked,source_run_id=r_cbam_unet_expanded_gradient_lr5e4_ema_cosine_bea980b955; smoke_run_id=r_grid_controller_008_00_cbam_unet_smoke20; benchmark_run_id=r_benchmark_00_cbam_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/cbam_unet.py
grid_controller_008_01_cno_v2,CNO,cno_v2,144933361,144933361,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.64768124319626,,0.6504111330050882,0.09455011039972305,benchmark200_ranked,source_run_id=r_cno_v2_expanded_l1_lr5e4_ema_cosine_6001ec7fff; smoke_run_id=r_grid_controller_008_01_cno_v2_smoke20; benchmark_run_id=r_benchmark_01_cno_v2_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/cno_v2.py
grid_controller_008_02_dcn_unet,UNet variants,dcn_unet,135192475,135192475,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.5833415833732183,,0.6042798696672411,0.10026704519987106,benchmark200_ranked,source_run_id=r_dcn_unet_expanded_l1_lr1e3_noema_nosched_fe849c1e9c; smoke_run_id=r_grid_controller_008_02_dcn_unet_smoke20; benchmark_run_id=r_benchmark_02_dcn_unet_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/dcn_unet.py
grid_controller_008_03_dilated_unet,UNet variants,dilated_unet,14780705,14780705,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6848944183185381,,0.6795131431636533,0.09150339663028717,benchmark200_ranked,source_run_id=r_dilated_unet_dilated_l1_low_lr_ema_d483026526; smoke_run_id=r_grid_controller_008_03_dilated_unet_smoke20; benchmark_run_id=r_benchmark_03_dilated_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_unet.py
grid_controller_008_04_ffno,Spectral/Fourier operators,ffno,206337,206337,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.47036986790159907,,0.5090821351649997,0.12154154479503632,benchmark200_ranked,source_run_id=r_ffno_ffno_gradient_default_5ec0da8cef; smoke_run_id=r_grid_controller_008_04_ffno_smoke20; benchmark_run_id=r_benchmark_04_ffno_benchmark200; resolution=original; model_file=generated_models/grid_round/ffno.py
grid_controller_008_05_fno2d,Spectral/Fourier operators,fno2d,42833473,42833473,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.3465597103014547,,0.4626070171619999,0.1326383501291275,benchmark200_ranked,source_run_id=r_fno2d_expanded_l1_lr5e4_ema_cosine_16f24559b8; smoke_run_id=r_grid_controller_008_05_fno2d_smoke20; benchmark_run_id=r_benchmark_05_fno2d_benchmark200; resolution=original; model_file=generated_models/grid_round/fno2d.py
grid_controller_008_06_fno_encoder_decoder,Spectral/Fourier operators,fno_encoder_decoder,62924353,62924353,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.5481570466136766,,0.5717784493532606,0.10485333949327469,benchmark200_ranked,source_run_id=r_fno_encoder_decoder_fno_encdec_gradient_low_lr_ema_812d8bdb41; smoke_run_id=r_grid_controller_008_06_fno_encoder_decoder_smoke20; benchmark_run_id=r_benchmark_06_fno_encoder_decoder_benchmark200; resolution=original; model_file=generated_models/grid_round/fno_encoder_decoder.py
grid_controller_008_07_fourier_unet,Fourier-UNet,fourier_unet,34201393,34201393,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6753120910726094,,0.6835759933207046,0.08824001997709274,benchmark200_ranked,source_run_id=r_fourier_unet_expanded_l1_lr5e4_ema_cosine_2e224dcaab; smoke_run_id=r_grid_controller_008_07_fourier_unet_smoke20; benchmark_run_id=r_benchmark_07_fourier_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/fourier_unet.py
grid_controller_008_08_hrdcn,High-resolution CNN/Transformer,hrdcn,9258281,9258281,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6634227860840043,,0.6481499132298045,0.09446632862091064,benchmark200_ranked,source_run_id=r_hrdcn_hrdcn_gradient_low_lr_62ecbc352a; smoke_run_id=r_grid_controller_008_08_hrdcn_smoke20; benchmark_run_id=r_benchmark_08_hrdcn_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/hrdcn.py
grid_controller_008_09_hrformer,Transformer/operator variants,hrformer,215350593,215350593,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_hrformer_expanded_gradient_lr5e4_ema_cosine_2ab9583453; smoke_run_id=r_grid_controller_008_09_hrformer_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/hrformer.py
grid_controller_009_00_dilated_unet,UNet variants,dilated_unet,14780705,14780705,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6547443652307248,,0.6716981255146215,0.09307938069105148,benchmark200_ranked,source_run_id=r_dilated_unet_dilated_l1_low_lr_v3_best_6549277e75; smoke_run_id=r_grid_controller_009_00_dilated_unet_smoke20; benchmark_run_id=r_benchmark_00_dilated_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_unet.py
grid_controller_009_01_ffno,Spectral/Fourier operators,ffno,206337,206337,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.45055275808761086,,0.5283645575190141,0.11880367249250412,benchmark200_ranked,source_run_id=r_ffno_ffno_gradient_low_lr_ema_553c15ebbb; smoke_run_id=r_grid_controller_009_01_ffno_smoke20; benchmark_run_id=r_benchmark_01_ffno_benchmark200; resolution=original; model_file=generated_models/grid_round/ffno.py
grid_controller_009_02_fno2d,Spectral/Fourier operators,fno2d,96361057,96361057,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.3375403198060062,,0.46429752575075667,0.1355784684419632,benchmark200_ranked,source_run_id=r_fno2d_fno2d_gradient_low_lr_ema_911946cdf7; smoke_run_id=r_grid_controller_009_02_fno2d_smoke20; benchmark_run_id=r_benchmark_02_fno2d_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/fno2d.py
grid_controller_009_03_fno_encoder_decoder,Spectral/Fourier operators,fno_encoder_decoder,62924353,62924353,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.5730588636693383,,0.5340116718429482,0.11756055802106857,benchmark200_ranked,source_run_id=r_fno_encoder_decoder_fno_encdec_l1_cosine_d270b05ca9; smoke_run_id=r_grid_controller_009_03_fno_encoder_decoder_smoke20; benchmark_run_id=r_benchmark_03_fno_encoder_decoder_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/fno_encoder_decoder.py
grid_controller_009_04_fourier_unet,Fourier-UNet,fourier_unet,34201393,34201393,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.7109528580049491,,0.6860292816208198,0.08719073981046677,benchmark200_ranked,source_run_id=r_fourier_unet_fourier_unet_gradient_low_lr_d9774085d5; smoke_run_id=r_grid_controller_009_04_fourier_unet_smoke20; benchmark_run_id=r_benchmark_04_fourier_unet_benchmark200; resolution=original; val R2_median above orthogonal exploratory sweep val baseline; model_file=generated_models/grid_round/fourier_unet.py
grid_controller_009_05_hrdcn,High-resolution CNN/Transformer,hrdcn,9258281,9258281,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.6386660766575809,,0.619284984442949,0.09651800990104675,benchmark200_ranked,source_run_id=r_hrdcn_hrdcn_l1_ema_cosine_8c31e6ca5c; smoke_run_id=r_grid_controller_009_05_hrdcn_smoke20; benchmark_run_id=r_benchmark_05_hrdcn_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/hrdcn.py
grid_controller_009_06_hrformer,Transformer/operator variants,hrformer,215350593,215350593,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_hrformer_hrformer_gradient_low_lr_9fe55f2b84; smoke_run_id=r_grid_controller_009_06_hrformer_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/hrformer.py
grid_controller_009_07_hrnet,High-resolution CNN/Transformer,hrnet,20138689,20138689,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6616249264032534,,0.6558210190485436,0.09607333689928055,benchmark200_ranked,source_run_id=r_hrnet_expanded_l1_lr5e4_ema_nosched_3ae46a6209; smoke_run_id=r_grid_controller_009_07_hrnet_smoke20; benchmark_run_id=r_benchmark_06_hrnet_benchmark200; resolution=original; model_file=generated_models/grid_round/hrnet.py
grid_controller_009_08_kan_unet,UNet variants,kan_unet,21756196,21756196,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.3275707012584447,,0.49348230430988016,0.12197824567556381,benchmark200_ranked,source_run_id=r_kan_unet_expanded_gradient_lr1e3_noema_cosine_2ecd4370ed; smoke_run_id=r_grid_controller_009_08_kan_unet_smoke20; benchmark_run_id=r_benchmark_07_kan_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/kan_unet.py
grid_controller_009_09_mamba2d,Mamba variants,mamba2d,423114785,423114785,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_mamba2d_expanded_gradient_lr5e4_ema_cosine_ae428e4b00; smoke_run_id=r_grid_controller_009_09_mamba2d_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/mamba2d.py
grid_controller_010_00_dilated_unet,UNet variants,dilated_unet,14780705,14780705,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,200,1,0.6788971088815838,,0.6912984290633967,0.0891021117568016,benchmark200_ranked,source_run_id=r_dilated_unet_ema_stable_gradient_6d04a93f1f; smoke_run_id=r_grid_controller_010_00_dilated_unet_smoke20; benchmark_run_id=r_benchmark_00_dilated_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/dilated_unet.py
grid_controller_010_01_ffno,Spectral/Fourier operators,ffno,206337,206337,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.45488422408077245,,0.5107060059360544,0.12315995991230011,benchmark200_ranked,source_run_id=r_ffno_ffno_l1_default_c5eaafc187; smoke_run_id=r_grid_controller_010_01_ffno_smoke20; benchmark_run_id=r_benchmark_01_ffno_benchmark200; resolution=original; model_file=generated_models/grid_round/ffno.py
grid_controller_010_02_fno2d,Spectral/Fourier operators,fno2d,96361057,96361057,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.3394759194231536,,0.448367091401465,0.13377733528614044,benchmark200_ranked,source_run_id=r_fno2d_fno2d_l1_cosine_49557ba956; smoke_run_id=r_grid_controller_010_02_fno2d_smoke20; benchmark_run_id=r_benchmark_02_fno2d_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/fno2d.py
grid_controller_010_03_fno_encoder_decoder,Spectral/Fourier operators,fno_encoder_decoder,62924353,62924353,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6069195652799206,,0.5742499543407545,0.10472270101308823,benchmark200_ranked,source_run_id=r_fno_encoder_decoder_fno_encdec_l1_low_lr_f60cf5a4e6; smoke_run_id=r_grid_controller_010_03_fno_encoder_decoder_smoke20; benchmark_run_id=r_benchmark_03_fno_encoder_decoder_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/fno_encoder_decoder.py
grid_controller_010_04_fourier_unet,Fourier-UNet,fourier_unet,34201393,34201393,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1,200,1,0.6827865183658088,,0.642210244782917,0.08829890936613083,benchmark200_ranked,source_run_id=r_fourier_unet_fourier_unet_l1_default_eaa886ba79; smoke_run_id=r_grid_controller_010_04_fourier_unet_smoke20; benchmark_run_id=r_benchmark_04_fourier_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/fourier_unet.py
grid_controller_010_05_hrdcn,High-resolution CNN/Transformer,hrdcn,9258281,9258281,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.6473214155421008,,0.6296184297403522,0.09784271568059921,benchmark200_ranked,source_run_id=r_hrdcn_hrdcn_l1_low_lr_8e6105a19d; smoke_run_id=r_grid_controller_010_05_hrdcn_smoke20; benchmark_run_id=r_benchmark_05_hrdcn_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/hrdcn.py
grid_controller_010_06_hrformer,Transformer/operator variants,hrformer,215350593,215350593,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_hrformer_hrformer_gradient_v3_success_ab8b91bb17; smoke_run_id=r_grid_controller_010_06_hrformer_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/hrformer.py
grid_controller_010_07_hrnet,High-resolution CNN/Transformer,hrnet,20138689,20138689,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.6398843754413946,,0.6513336613120575,0.09640684723854065,benchmark200_ranked,source_run_id=r_hrnet_hrnet_gradient_cosine_ff0e90f090; smoke_run_id=r_grid_controller_010_07_hrnet_smoke20; benchmark_run_id=r_benchmark_06_hrnet_benchmark200; resolution=original; model_file=generated_models/grid_round/hrnet.py
grid_controller_010_08_kan_unet,UNet variants,kan_unet,21756196,21756196,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.001,masked_l1_gradient,200,1,0.39395141289626856,,0.49633586024251464,0.12680409848690033,benchmark200_ranked,source_run_id=r_kan_unet_expanded_gradient_lr1e3_noema_nosched_73671f79ba; smoke_run_id=r_grid_controller_010_08_kan_unet_smoke20; benchmark_run_id=r_benchmark_07_kan_unet_benchmark200; resolution=original; model_file=generated_models/grid_round/kan_unet.py
grid_controller_010_09_mamba2d,Mamba variants,mamba2d,423114785,423114785,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1_gradient,20,1,,,,,formal_param_cap_skipped,source_run_id=r_mamba2d_mamba2d_gradient_low_lr_ema_e45e1cd355; smoke_run_id=r_grid_controller_010_09_mamba2d_smoke20; smoke20 passed but benchmark200 skipped by formal 150M cap; skip_limit=150000000; model_file=generated_models/grid_round/mamba2d.py
grid_controller_011_00_ffno,Spectral/Fourier operators,ffno,206337,206337,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.4350640749470672,,0.5061186327095077,0.1221562847495079,benchmark200_ranked,source_run_id=r_ffno_low_lr_l1_09d8374d1b; smoke_run_id=r_grid_controller_011_00_ffno_smoke20; benchmark_run_id=r_benchmark_00_ffno_benchmark200; resolution=original; model_file=generated_models/grid_round/ffno.py
grid_controller_011_01_fno2d,Spectral/Fourier operators,fno2d,96361057,96361057,Grid standard gridded inputs; architecture-specific processing inside generated wrapper,not separately recorded in ledger; see model_file,0.0005,masked_l1,200,1,0.32911199613375164,,0.45343638415444365,0.13653722405433655,benchmark200_ranked,source_run_id=r_fno2d_fno2d_l1_low_lr_30d397d0bf; smoke_run_id=r_grid_controller_011_01_fno2d_smoke20; benchmark_run_id=r_benchmark_01_fno2d_benchmark200_retry1; resolution=retry1; model_file=generated_models/grid_round/fno2d.py
